"facility","facility_uid","subcounty","subcounty_uid","municipality","municipality_uid","district","district_uid","region","region_uid"
"Kakiri Subcounty Field Survey Station 001","SjzWW3WDYxd","Kakiri Subcounty","UOGlWhl35aX","Wakiso DLG","jzNvCTo4a6g","Wakiso District","aIahLLmtvgT","South Buganda","IEU0FjDAhBP"
"Nabweru Division Field Survey Station 016","RfaCkM6A2b9","Nabweru Division","Qplf7b6Ktzu","Nansana Municipality","Jh70HJqgBFh","Wakiso District","aIahLLmtvgT","South Buganda","IEU0FjDAhBP"
"Nyendo-Mukungwe Division Field Survey Station 008","M5Knj3O3NRa","Nyendo-Mukungwe Division","GohrmmbKC1I","Masaka City Council","bpHKNqEjSlI","Masaka City","KJkbK1YhjFb","South Buganda","IEU0FjDAhBP"
"Kira Division Field Survey Station 020","mfPV8jsUnyy","Kira Division","l0LizWT16CQ","Kira Municipality","a82aPQm9ahJ","Wakiso District","aIahLLmtvgT","South Buganda","IEU0FjDAhBP"
"Nansana Division Field Survey Station 039","hp0xVxO4UDE","Nansana Division","h7rS7d8M2jI","Nansana Municipality","Jh70HJqgBFh","Wakiso District","aIahLLmtvgT","South Buganda","IEU0FjDAhBP"
"Kyotera Town Council Field Survey Station NGI0YD","NGI0yDFo5UE","Kyotera Town Council","l01FDO0PtI0","Kyotera DLG","xrMRirMjpsq","Kyotera District","REJuxCmTwXG","South Buganda","IEU0FjDAhBP"
"Bunamwaya Division Field Survey Station 016","mPDhwB6a3EU","Bunamwaya Division","aQbUr8vlhmm","Makindye Ssabagabo Municipality","SQWtI329oDj","Wakiso District","aIahLLmtvgT","South Buganda","IEU0FjDAhBP"
"Ndejje Division Field Survey Station 008","CVoWcUh5ZPP","Ndejje Division","WcTXblqtAB7","Makindye Ssabagabo Municipality","SQWtI329oDj","Wakiso District","aIahLLmtvgT","South Buganda","IEU0FjDAhBP"
"Malongo Subcounty Field Survey Station 001","Oy2XDywMSvw","Malongo Subcounty","vpIWLBHTWgV","Lwengo DLG","zWKcPsLNI6H","Lwengo District","aqpd0Y9eXZ2","South Buganda","IEU0FjDAhBP"
"Kajansi Town Council Field Survey Station 009","SFN4aFGxuGb","Kajansi Town Council","seX0YUndHIx","Wakiso DLG","jzNvCTo4a6g","Wakiso District","aIahLLmtvgT","South Buganda","IEU0FjDAhBP"
"Nansana Division Field Survey Station 040","SfjWUhxhnsZ","Nansana Division","h7rS7d8M2jI","Nansana Municipality","Jh70HJqgBFh","Wakiso District","aIahLLmtvgT","South Buganda","IEU0FjDAhBP"
"Gombe Division Field Survey Station 008","a7DOzX5lSym","Gombe Division","awd0xy7yb1C","Nansana Municipality","Jh70HJqgBFh","Wakiso District","aIahLLmtvgT","South Buganda","IEU0FjDAhBP"
"Masajja Division Field Survey Station 021","HUTu4enSK7E","Masajja Division","MmY9teDWcvb","Makindye Ssabagabo Municipality","SQWtI329oDj","Wakiso District","aIahLLmtvgT","South Buganda","IEU0FjDAhBP"
"Nabweru Division Field Survey Station 017","oR7VphxqtxB","Nabweru Division","Qplf7b6Ktzu","Nansana Municipality","Jh70HJqgBFh","Wakiso District","aIahLLmtvgT","South Buganda","IEU0FjDAhBP"
"Kakiri Town Council Field Survey Station 003","IrIouAaiMk2","Kakiri Town Council","AMGnRJ8vefc","Wakiso DLG","jzNvCTo4a6g","Wakiso District","aIahLLmtvgT","South Buganda","IEU0FjDAhBP"
"Nabweru Division Field Survey Station 018","lMkYTKRycpz","Nabweru Division","Qplf7b6Ktzu","Nansana Municipality","Jh70HJqgBFh","Wakiso District","aIahLLmtvgT","South Buganda","IEU0FjDAhBP"
"Wakiso Subcounty Field Survey Station 017","HPJuxNomAHx","Wakiso Subcounty","UjUroihV9AC","Wakiso DLG","jzNvCTo4a6g","Wakiso District","aIahLLmtvgT","South Buganda","IEU0FjDAhBP"
"Division A Field Survey Station 012","X0ipYKiBj3g","Division A","RTxq0C3ff1y","Entebbe Municipality","RJVE5pzKeh5","Wakiso District","aIahLLmtvgT","South Buganda","IEU0FjDAhBP"
"Masajja Division Field Survey Station 022","fd7Q9jJt871","Masajja Division","MmY9teDWcvb","Makindye Ssabagabo Municipality","SQWtI329oDj","Wakiso District","aIahLLmtvgT","South Buganda","IEU0FjDAhBP"
"Kasanje Subcounty Field Survey Station 003","nazC297xJqS","Kasanje Subcounty","L4bNeaH542W","Wakiso DLG","jzNvCTo4a6g","Wakiso District","aIahLLmtvgT","South Buganda","IEU0FjDAhBP"
"Nabweru Division Field Survey Station 019","WM7DkJVBA1Q","Nabweru Division","Qplf7b6Ktzu","Nansana Municipality","Jh70HJqgBFh","Wakiso District","aIahLLmtvgT","South Buganda","IEU0FjDAhBP"
"Kyazanga Subcounty Field Survey Station T7KJA5","t7Kja52wi2f","Kyazanga Subcounty","NRDNqq6C6e0","Lwengo DLG","zWKcPsLNI6H","Lwengo District","aqpd0Y9eXZ2","South Buganda","IEU0FjDAhBP"
"Nansana Division Field Survey Station 041","PVR2bkB7wbL","Nansana Division","h7rS7d8M2jI","Nansana Municipality","Jh70HJqgBFh","Wakiso District","aIahLLmtvgT","South Buganda","IEU0FjDAhBP"
"Wakiso Subcounty Field Survey Station 018","t8GLkedBia2","Wakiso Subcounty","UjUroihV9AC","Wakiso DLG","jzNvCTo4a6g","Wakiso District","aIahLLmtvgT","South Buganda","IEU0FjDAhBP"
"Nabweru Division Field Survey Station 020","msBjxnOugrZ","Nabweru Division","Qplf7b6Ktzu","Nansana Municipality","Jh70HJqgBFh","Wakiso District","aIahLLmtvgT","South Buganda","IEU0FjDAhBP"
"Kira Division Field Survey Station 021","UIdMewJ4AXD","Kira Division","l0LizWT16CQ","Kira Municipality","a82aPQm9ahJ","Wakiso District","aIahLLmtvgT","South Buganda","IEU0FjDAhBP"
"Kayabwe Town Council Field Survey Station 002","r1QdGKW3eVh","Kayabwe Town Council","CfctafkWEHW","Mpigi DLG","cloKnT9R95J","Mpigi District","YMMexeHFUay","South Buganda","IEU0FjDAhBP"
"Kyamulibwa Subcounty Field Survey Station 001","Cx3eXkf07dC","Kyamulibwa Subcounty","VytuF37uBdH","Kalungu DLG","JH7vmOjIRNq","Kalungu District","ahyi8Uq4vaj","South Buganda","IEU0FjDAhBP"
"Kalamba Subcounty Field Survey Station 002","BE5LiYZjBvM","Kalamba Subcounty","lBaXWVG0uKY","Butambala DLG","nos0fEDZQPb","Butambala District","a3LMKP8z8Xj","South Buganda","IEU0FjDAhBP"
"Kalamba Subcounty Field Survey Station 003","C6mAtukYNit","Kalamba Subcounty","lBaXWVG0uKY","Butambala DLG","nos0fEDZQPb","Butambala District","a3LMKP8z8Xj","South Buganda","IEU0FjDAhBP"
"Kaliiro Subcounty Field Survey Station 001","U3mTlziiq3m","Kaliiro Subcounty","WSYIQSpwPop","Lyantonde DLG","M98eBeKnZPU","Lyantonde District","aPRNSGUR3vk","South Buganda","IEU0FjDAhBP"
"Lyantonde Subcounty Field Survey Station 001","aRs9kg1lEWy","Lyantonde Subcounty","T5GMofQmNr0","Lyantonde DLG","M98eBeKnZPU","Lyantonde District","aPRNSGUR3vk","South Buganda","IEU0FjDAhBP"
"Lyantonde Subcounty Field Survey Station 002","frzmtbcCea1","Lyantonde Subcounty","T5GMofQmNr0","Lyantonde DLG","M98eBeKnZPU","Lyantonde District","aPRNSGUR3vk","South Buganda","IEU0FjDAhBP"
"Butenga Town Council Field Survey Station 005","ajaZHwTza6B","Butenga Town Council","WfABF9GAZx6","Bukomansimbi DLG","LDgCc0TvQk9","Bukomansimbi District","Ame30QOwuX6","South Buganda","IEU0FjDAhBP"
"Kabira Subcounty Field Survey Station 003","KC28vpic105","Kabira Subcounty","aSNralWoVvR","Kyotera DLG","xrMRirMjpsq","Kyotera District","REJuxCmTwXG","South Buganda","IEU0FjDAhBP"
"Kabira Subcounty Field Survey Station 004","ojyt3e5mAXN","Kabira Subcounty","aSNralWoVvR","Kyotera DLG","xrMRirMjpsq","Kyotera District","REJuxCmTwXG","South Buganda","IEU0FjDAhBP"
"Kimaanya-Kabonera Division Field Survey Station 005","YzMnQsfUb0A","Kimaanya-Kabonera Division","kJJUf7GAjjD","Masaka City Council","bpHKNqEjSlI","Masaka City","KJkbK1YhjFb","South Buganda","IEU0FjDAhBP"
"Kasangati Town Council Field Survey Station 013","CWamWxvYUWQ","Kasangati Town Council","oyIJV2TSFLe","Wakiso DLG","jzNvCTo4a6g","Wakiso District","aIahLLmtvgT","South Buganda","IEU0FjDAhBP"
"Lyantonde Subcounty Field Survey Station 003","l2cANoyAws0","Lyantonde Subcounty","T5GMofQmNr0","Lyantonde DLG","M98eBeKnZPU","Lyantonde District","aPRNSGUR3vk","South Buganda","IEU0FjDAhBP"
"Kira Division Field Survey Station 022","z0OlO13iaOl","Kira Division","l0LizWT16CQ","Kira Municipality","a82aPQm9ahJ","Wakiso District","aIahLLmtvgT","South Buganda","IEU0FjDAhBP"
"Nansana Division Field Survey Station 042","xLl3zhcGiyA","Nansana Division","h7rS7d8M2jI","Nansana Municipality","Jh70HJqgBFh","Wakiso District","aIahLLmtvgT","South Buganda","IEU0FjDAhBP"
"Mateete Subcounty Field Survey Station 001","kbI3b6L8ayi","Mateete Subcounty","a8wKUexqqyw","Sembabule DLG","NEm2DhjbKUf","Sembabule District","j7AQsnEYmvi","South Buganda","IEU0FjDAhBP"
"Kalungu Subcounty Field Survey Station 003","lbLwvsxtAIk","Kalungu Subcounty","jXtChmPP7Nj","Kalungu DLG","JH7vmOjIRNq","Kalungu District","ahyi8Uq4vaj","South Buganda","IEU0FjDAhBP"
"Lwamaggwa Subcounty Field Survey Station 002","NXigICRetdk","Lwamaggwa Subcounty","DZQIcj2NrHv","Rakai DLG","QUHfWH97Buz","Rakai District","P8iz90eiIrW","South Buganda","IEU0FjDAhBP"
"Kirumba Subcounty Field Survey Station 004","GREWqcdtoVn","Kirumba Subcounty","pUzjkVgv6Fi","Kyotera DLG","xrMRirMjpsq","Kyotera District","REJuxCmTwXG","South Buganda","IEU0FjDAhBP"
"Kirumba Subcounty Field Survey Station 005","rscf883xKay","Kirumba Subcounty","pUzjkVgv6Fi","Kyotera DLG","xrMRirMjpsq","Kyotera District","REJuxCmTwXG","South Buganda","IEU0FjDAhBP"
"Bufumira Subcounty Field Survey Station 003","smgogCHGxv3","Bufumira Subcounty","UncsFPaUPY4","Kalangala DLG","hkw7cymppi6","Kalangala District","JrHILmtK0OU","South Buganda","IEU0FjDAhBP"
"Kacheera Subcounty Field Survey Station 001","k3xgvufxeWb","Kacheera Subcounty","Ff8IGt4L1bx","Rakai DLG","QUHfWH97Buz","Rakai District","P8iz90eiIrW","South Buganda","IEU0FjDAhBP"
"Kacheera Subcounty Field Survey Station 002","mhVxErjxgaZ","Kacheera Subcounty","Ff8IGt4L1bx","Rakai DLG","QUHfWH97Buz","Rakai District","P8iz90eiIrW","South Buganda","IEU0FjDAhBP"
"Ntuusi Town Council Field Survey Station 001","i1q59Cc7J8w","Ntuusi Town Council","I0l8B7OQKvh","Sembabule DLG","NEm2DhjbKUf","Sembabule District","j7AQsnEYmvi","South Buganda","IEU0FjDAhBP"
"Mpigi Town Council Field Survey Station 004","aVK5pJX1FPP","Mpigi Town Council","abHXswMdUC4","Mpigi DLG","cloKnT9R95J","Mpigi District","YMMexeHFUay","South Buganda","IEU0FjDAhBP"
"Kagamba Subcounty Field Survey Station 001","zZKvHFAuep2","Kagamba Subcounty","QKcOOobdPtO","Rakai DLG","QUHfWH97Buz","Rakai District","P8iz90eiIrW","South Buganda","IEU0FjDAhBP"
"Mitima Subcounty Field Survey Station 001","aXTBxcjen8M","Mitima Subcounty","SH8Je5PuqeK","Sembabule DLG","NEm2DhjbKUf","Sembabule District","j7AQsnEYmvi","South Buganda","IEU0FjDAhBP"
"Kkingo Subcounty Field Survey Station 001","z0nEPvuUc83","Kkingo Subcounty","aANELFaFbpF","Lwengo DLG","zWKcPsLNI6H","Lwengo District","aqpd0Y9eXZ2","South Buganda","IEU0FjDAhBP"
"Kibinge Subcounty Field Survey Station 002","hkoHNZAApbg","Kibinge Subcounty","NgU6GKFkUU4","Bukomansimbi DLG","LDgCc0TvQk9","Bukomansimbi District","Ame30QOwuX6","South Buganda","IEU0FjDAhBP"
"Kajansi Town Council Field Survey Station 010","WKqRwWbwjaA","Kajansi Town Council","seX0YUndHIx","Wakiso DLG","jzNvCTo4a6g","Wakiso District","aIahLLmtvgT","South Buganda","IEU0FjDAhBP"
"Kajansi Town Council Field Survey Station 011","DPRgzXMkh9U","Kajansi Town Council","seX0YUndHIx","Wakiso DLG","jzNvCTo4a6g","Wakiso District","aIahLLmtvgT","South Buganda","IEU0FjDAhBP"
"Kakiri Town Council Field Survey Station 004","EAr7pVCRxF3","Kakiri Town Council","AMGnRJ8vefc","Wakiso DLG","jzNvCTo4a6g","Wakiso District","aIahLLmtvgT","South Buganda","IEU0FjDAhBP"
"Kakiri Town Council Field Survey Station 005","I3tEaTnHSJi","Kakiri Town Council","AMGnRJ8vefc","Wakiso DLG","jzNvCTo4a6g","Wakiso District","aIahLLmtvgT","South Buganda","IEU0FjDAhBP"
"Nyendo-Mukungwe Division Field Survey Station 009","XFvdRnq6Nee","Nyendo-Mukungwe Division","GohrmmbKC1I","Masaka City Council","bpHKNqEjSlI","Masaka City","KJkbK1YhjFb","South Buganda","IEU0FjDAhBP"
"Kyazanga Subcounty Field Survey Station 001","W1E4uVMRwXD","Kyazanga Subcounty","NRDNqq6C6e0","Lwengo DLG","zWKcPsLNI6H","Lwengo District","aqpd0Y9eXZ2","South Buganda","IEU0FjDAhBP"
"Lwamaggwa Subcounty Field Survey Station 003","eL7emUa9LQz","Lwamaggwa Subcounty","DZQIcj2NrHv","Rakai DLG","QUHfWH97Buz","Rakai District","P8iz90eiIrW","South Buganda","IEU0FjDAhBP"
"Kakuuto Subcounty Field Survey Station 004","Ls1dG8v84Wu","Kakuuto Subcounty","AyfxIwQbwaa","Kyotera DLG","xrMRirMjpsq","Kyotera District","REJuxCmTwXG","South Buganda","IEU0FjDAhBP"
"Kakuuto Subcounty Field Survey Station 005","ZyG79fu3Loz","Kakuuto Subcounty","AyfxIwQbwaa","Kyotera DLG","xrMRirMjpsq","Kyotera District","REJuxCmTwXG","South Buganda","IEU0FjDAhBP"
"Kalamba Subcounty Field Survey Station 004","aDGztjb0S7j","Kalamba Subcounty","lBaXWVG0uKY","Butambala DLG","nos0fEDZQPb","Butambala District","a3LMKP8z8Xj","South Buganda","IEU0FjDAhBP"
"Kalangala Town Council Field Survey Station 002","oTXa14pgh8f","Kalangala Town Council","vswvzxAfCHh","Kalangala DLG","hkw7cymppi6","Kalangala District","JrHILmtK0OU","South Buganda","IEU0FjDAhBP"
"Kalangala Town Council Field Survey Station 003","l9nJ36E5ova","Kalangala Town Council","vswvzxAfCHh","Kalangala DLG","hkw7cymppi6","Kalangala District","JrHILmtK0OU","South Buganda","IEU0FjDAhBP"
"Kalangala Town Council Field Survey Station 004","paN9PlHkDPN","Kalangala Town Council","vswvzxAfCHh","Kalangala DLG","hkw7cymppi6","Kalangala District","JrHILmtK0OU","South Buganda","IEU0FjDAhBP"
"Ddwaniro Subcounty Field Survey Station 003","AhAcOVOu7nm","Ddwaniro Subcounty","DRAypYcgokr","Rakai DLG","QUHfWH97Buz","Rakai District","P8iz90eiIrW","South Buganda","IEU0FjDAhBP"
"Malongo Subcounty Field Survey Station 002","wLiLu0BQUaZ","Malongo Subcounty","vpIWLBHTWgV","Lwengo DLG","zWKcPsLNI6H","Lwengo District","aqpd0Y9eXZ2","South Buganda","IEU0FjDAhBP"
"Nyendo-Mukungwe Division Field Survey Station 010","toZuFsGOHas","Nyendo-Mukungwe Division","GohrmmbKC1I","Masaka City Council","bpHKNqEjSlI","Masaka City","KJkbK1YhjFb","South Buganda","IEU0FjDAhBP"
"Kaliiro Town Council Field Survey Station 002","MsrKKJaEXiV","Kaliiro Town Council","qNZjI0e9Ls6","Lyantonde DLG","M98eBeKnZPU","Lyantonde District","aPRNSGUR3vk","South Buganda","IEU0FjDAhBP"
"Kaliiro Subcounty Field Survey Station YQSVUN","YQSvuniimPN","Kaliiro Subcounty","WSYIQSpwPop","Lyantonde DLG","M98eBeKnZPU","Lyantonde District","aPRNSGUR3vk","South Buganda","IEU0FjDAhBP"
"Kalisizo Town Council Field Survey Station 002","eZPhMsZGZza","Kalisizo Town Council","TokOnAvsPI6","Kyotera DLG","xrMRirMjpsq","Kyotera District","REJuxCmTwXG","South Buganda","IEU0FjDAhBP"
"Kalisizo Town Council Field Survey Station 003","di4DmrdqB4K","Kalisizo Town Council","TokOnAvsPI6","Kyotera DLG","xrMRirMjpsq","Kyotera District","REJuxCmTwXG","South Buganda","IEU0FjDAhBP"
"Kalisizo Town Council Field Survey Station 004","nlCA2HNWuFV","Kalisizo Town Council","TokOnAvsPI6","Kyotera DLG","xrMRirMjpsq","Kyotera District","REJuxCmTwXG","South Buganda","IEU0FjDAhBP"
"Kalisizo Town Council Field Survey Station 005","XuXmwfkm9VP","Kalisizo Town Council","TokOnAvsPI6","Kyotera DLG","xrMRirMjpsq","Kyotera District","REJuxCmTwXG","South Buganda","IEU0FjDAhBP"
"Lukaya Town Council Field Survey Station 003","i6hyU0bywAr","Lukaya Town Council","SGXPXHBPCyu","Kalungu DLG","JH7vmOjIRNq","Kalungu District","ahyi8Uq4vaj","South Buganda","IEU0FjDAhBP"
"Kalisizo Town Council Field Survey Station RAPESK","RaPESKvLMbL","Kalisizo Town Council","TokOnAvsPI6","Kyotera DLG","xrMRirMjpsq","Kyotera District","REJuxCmTwXG","South Buganda","IEU0FjDAhBP"
"Kalungu Town Council Field Survey Station 001","wKczE4oVqOy","Kalungu Town Council","FmcUCen26pk","Kalungu DLG","JH7vmOjIRNq","Kalungu District","ahyi8Uq4vaj","South Buganda","IEU0FjDAhBP"
"Kalungu Town Council Field Survey Station 002","sj5qEBQKeyq","Kalungu Town Council","FmcUCen26pk","Kalungu DLG","JH7vmOjIRNq","Kalungu District","ahyi8Uq4vaj","South Buganda","IEU0FjDAhBP"
"Kalungu Subcounty Field Survey Station 004","B8Gdr6uX7AP","Kalungu Subcounty","jXtChmPP7Nj","Kalungu DLG","JH7vmOjIRNq","Kalungu District","ahyi8Uq4vaj","South Buganda","IEU0FjDAhBP"
"Kibinge Subcounty Field Survey Station 003","HZqbQQwaQhP","Kibinge Subcounty","NgU6GKFkUU4","Bukomansimbi DLG","LDgCc0TvQk9","Bukomansimbi District","Ame30QOwuX6","South Buganda","IEU0FjDAhBP"
"Lwemiyaga Subcounty Field Survey Station 001","dBqwMoaIXRI","Lwemiyaga Subcounty","VeulA9IP9jC","Sembabule DLG","NEm2DhjbKUf","Sembabule District","j7AQsnEYmvi","South Buganda","IEU0FjDAhBP"
"Kammengo Subcounty Field Survey Station 006","mm6DbH6wKeQ","Kammengo Subcounty","a8kpQiPpYy0","Mpigi DLG","cloKnT9R95J","Mpigi District","YMMexeHFUay","South Buganda","IEU0FjDAhBP"
"Kyesiiga Subcounty Field Survey Station 001","VQlQ4IXDdFm","Kyesiiga Subcounty","FyzXNFsmkfQ","Masaka DLG","gv0Df6Q2esx","Masaka District","bIONCoCnt3Q","South Buganda","IEU0FjDAhBP"
"Bweyogerere Division Field Survey Station 021","n1Dhl0h1ftt","Bweyogerere Division","RQ4bTHOso6m","Kira Municipality","a82aPQm9ahJ","Wakiso District","aIahLLmtvgT","South Buganda","IEU0FjDAhBP"
"Buwunga Subcounty Field Survey Station 004","Qs7Gd4mGOkf","Buwunga Subcounty","qr9NGNGWnKe","Masaka DLG","gv0Df6Q2esx","Masaka District","bIONCoCnt3Q","South Buganda","IEU0FjDAhBP"
"Nansana Division Field Survey Station 043","KWAF1AxTa0g","Nansana Division","h7rS7d8M2jI","Nansana Municipality","Jh70HJqgBFh","Wakiso District","aIahLLmtvgT","South Buganda","IEU0FjDAhBP"
"Kanoni Town Council Field Survey Station 003","XsLMulDu2aw","Kanoni Town Council","O55NSHMG3SN","Gomba DLG","JYRXNoypFT7","Gomba District","lQj3yMM1lI7","South Buganda","IEU0FjDAhBP"
"Kanoni Town Council Field Survey Station 004","XiuUuRV6T0D","Kanoni Town Council","O55NSHMG3SN","Gomba DLG","JYRXNoypFT7","Gomba District","lQj3yMM1lI7","South Buganda","IEU0FjDAhBP"
"Mpenja Subcounty Field Survey Station 001","SCOrhnwQX8k","Mpenja Subcounty","SkMZHCUnzSK","Gomba DLG","JYRXNoypFT7","Gomba District","lQj3yMM1lI7","South Buganda","IEU0FjDAhBP"
"Masulita Town Council Field Survey Station 001","Hw8k5zor4Yy","Masulita Town Council","KDXoiPpllM7","Wakiso DLG","jzNvCTo4a6g","Wakiso District","aIahLLmtvgT","South Buganda","IEU0FjDAhBP"
"Bulongo Subcounty Field Survey Station 002","PakCENr97K2","Bulongo Subcounty","LfRTNUpfHJY","Sembabule DLG","NEm2DhjbKUf","Sembabule District","j7AQsnEYmvi","South Buganda","IEU0FjDAhBP"
"Kasaali Town Council Field Survey Station 004","ZLJUYEZegpQ","Kasaali Town Council","Pw1S7C7oSlb","Kyotera DLG","xrMRirMjpsq","Kyotera District","REJuxCmTwXG","South Buganda","IEU0FjDAhBP"
"Kasaali Town Council Field Survey Station 005","gGtMLKXjrBS","Kasaali Town Council","Pw1S7C7oSlb","Kyotera DLG","xrMRirMjpsq","Kyotera District","REJuxCmTwXG","South Buganda","IEU0FjDAhBP"
"Mabindo Subcounty Field Survey Station 001","HHk9WUPh2xf","Mabindo Subcounty","f8Z48nwkax7","Sembabule DLG","NEm2DhjbKUf","Sembabule District","j7AQsnEYmvi","South Buganda","IEU0FjDAhBP"
"Kasagama Subcounty Field Survey Station 003","jX2AtJy4xmQ","Kasagama Subcounty","UScOSjCwMK5","Lyantonde DLG","M98eBeKnZPU","Lyantonde District","aPRNSGUR3vk","South Buganda","IEU0FjDAhBP"
"Kasagama Subcounty Field Survey Station 004","vrcXdDnZebF","Kasagama Subcounty","UScOSjCwMK5","Lyantonde DLG","M98eBeKnZPU","Lyantonde District","aPRNSGUR3vk","South Buganda","IEU0FjDAhBP"
"Kabira Subcounty Field Survey Station 005","H0TcBRRMUmr","Kabira Subcounty","aSNralWoVvR","Kyotera DLG","xrMRirMjpsq","Kyotera District","REJuxCmTwXG","South Buganda","IEU0FjDAhBP"
"Kanoni Town Council Field Survey Station 005","Pxo2Z2EjDra","Kanoni Town Council","O55NSHMG3SN","Gomba DLG","JYRXNoypFT7","Gomba District","lQj3yMM1lI7","South Buganda","IEU0FjDAhBP"
"Masajja Division Field Survey Station 023","iC0PBy2JJ9b","Masajja Division","MmY9teDWcvb","Makindye Ssabagabo Municipality","SQWtI329oDj","Wakiso District","aIahLLmtvgT","South Buganda","IEU0FjDAhBP"
"Kyayi Subcounty Field Survey Station 002","QX10pPIWlfR","Kyayi Subcounty","lTvwHHfan86","Gomba DLG","JYRXNoypFT7","Gomba District","lQj3yMM1lI7","South Buganda","IEU0FjDAhBP"
"Lwabenge Subcounty Field Survey Station 001","MLgsYoX2xWW","Lwabenge Subcounty","iPiO62aF9FB","Kalungu DLG","JH7vmOjIRNq","Kalungu District","ahyi8Uq4vaj","South Buganda","IEU0FjDAhBP"
"Mitete Subcounty Field Survey Station 001","KLBxmLPpWUr","Mitete Subcounty","u54XcKubffh","Sembabule DLG","NEm2DhjbKUf","Sembabule District","j7AQsnEYmvi","South Buganda","IEU0FjDAhBP"
"Kasangati Town Council Field Survey Station 014","a4SedC8Ix2O","Kasangati Town Council","oyIJV2TSFLe","Wakiso DLG","jzNvCTo4a6g","Wakiso District","aIahLLmtvgT","South Buganda","IEU0FjDAhBP"
"Kasangati Town Council Field Survey Station 015","QFOa8qB40AG","Kasangati Town Council","oyIJV2TSFLe","Wakiso DLG","jzNvCTo4a6g","Wakiso District","aIahLLmtvgT","South Buganda","IEU0FjDAhBP"
"Kasanje Subcounty Field Survey Station 004","srSDFLCcrSi","Kasanje Subcounty","L4bNeaH542W","Wakiso DLG","jzNvCTo4a6g","Wakiso District","aIahLLmtvgT","South Buganda","IEU0FjDAhBP"
"Kasanje Subcounty Field Survey Station 005","fGN8t72bvbv","Kasanje Subcounty","L4bNeaH542W","Wakiso DLG","jzNvCTo4a6g","Wakiso District","aIahLLmtvgT","South Buganda","IEU0FjDAhBP"
"Kagamba Subcounty Field Survey Station 002","aVTALGVoITy","Kagamba Subcounty","QKcOOobdPtO","Rakai DLG","QUHfWH97Buz","Rakai District","P8iz90eiIrW","South Buganda","IEU0FjDAhBP"
"Kagamba Subcounty Field Survey Station 003","vHA846LIw7n","Kagamba Subcounty","QKcOOobdPtO","Rakai DLG","QUHfWH97Buz","Rakai District","P8iz90eiIrW","South Buganda","IEU0FjDAhBP"
