"id","uid","name","shortname","longtitude","latitude","nhfrid","subcounty_uid","subcounty","district_uid","district","region","hflevel","ownership","authority","status","report"
"7625","tv8qMylVqWx","Bubukwanga Subcounty Field Survey Station 001","SG-BUNDI-001","30.064458","0.768713","9000000007625","mwrx20w7TwC","Bubukwanga Subcounty","g8M1cWRJZV6","Bundibugyo District","Tooro","Subcounty Field Station","GOV","Local Government","Functional","Reporting"
"7626","owc2E5nFsSu","Bubukwanga Subcounty Field Survey Station 002","SG-BUNDI-002","","","9000000007626","mwrx20w7TwC","Bubukwanga Subcounty","g8M1cWRJZV6","Bundibugyo District","Tooro","Community Enumeration Point","GOV","UPS","Functional","Reporting"
"7627","aKxaxZSbzx9","Bukonzo Subcounty Field Survey Station 001","SG-BUNDI-001","30.099114","0.713879","9000000007627","AvjirMUjg0j","Bukonzo Subcounty","g8M1cWRJZV6","Bundibugyo District","Tooro","Subcounty Field Station","GOV","Local Government","Functional","Reporting"
"7628","VkNdAzkYGjh","Bundibugyo Town Council Field Survey Station 001","SG-BUNDI-001","30.063756","0.702083","9000000007628","a5pj74dBGEp","Bundibugyo Town Council","g8M1cWRJZV6","Bundibugyo District","Tooro","Regional Operations Hub","GOV","Local Government","Functional","Reporting"
"7629","aHKM6JrvYM2","Bundibugyo Town Council Field Survey Station 002","SG-BUNDI-002","30.05965","0.711611","9000000007629","a5pj74dBGEp","Bundibugyo Town Council","g8M1cWRJZV6","Bundibugyo District","Tooro","Community Enumeration Point","GOV","UPF","Functional","Reporting"
"7630","J8JFj65yOB1","Bundibugyo Town Council Field Survey Station 003","SG-BUNDI-003","30.06024","0.71265","9000000007630","a5pj74dBGEp","Bundibugyo Town Council","g8M1cWRJZV6","Bundibugyo District","Tooro","Community Enumeration Point","PFP","Private Authority","Non-Functional","Non-Reporting"
"7631","vhqSTH4VsL4","Bundibugyo Town Council Field Survey Station 004","SG-BUNDI-004","30.067944","0.700335","9000000007631","a5pj74dBGEp","Bundibugyo Town Council","g8M1cWRJZV6","Bundibugyo District","Tooro","Community Enumeration Point","PFP","UCBHCA","Functional","Reporting"
"7632","Q2keh7obLFL","Bundingoma Subcounty Field Survey Station 001","SG-BUNDI-001","29.96729","0.669895","9000000007632","zgT4m71B57n","Bundingoma Subcounty","g8M1cWRJZV6","Bundibugyo District","Tooro","Community Enumeration Point","GOV","Local Government","Functional","Reporting"
"7633","xJFdSkzMwm0","Burondo Subcounty Field Survey Station 001","SG-BUNDI-001","30.173983","0.859303","9000000007633","M0xkdE5PrQC","Burondo Subcounty","g8M1cWRJZV6","Bundibugyo District","Tooro","Subcounty Field Station","GOV","Local Government","Functional","Reporting"
"7634","JplpqZql8xM","Busaru Subcounty Field Survey Station 001","SG-BUNDI-001","30.015163","0.686059","9000000007634","tQcM2PMDVjA","Busaru Subcounty","g8M1cWRJZV6","Bundibugyo District","Tooro","Community Enumeration Point","GOV","Local Government","Functional","Reporting"
"7635","xpfoySoqqeO","Busaru Subcounty Field Survey Station 002","SG-BUNDI-002","30.04432","0.667609","9000000007635","tQcM2PMDVjA","Busaru Subcounty","g8M1cWRJZV6","Bundibugyo District","Tooro","District Coordination Hub","PNFP","UCMB","Functional","Reporting"
"7636","aP9QvjkEszN","Busaru Subcounty Field Survey Station 003","SG-BUNDI-003","30.044949","0.670551","9000000007636","tQcM2PMDVjA","Busaru Subcounty","g8M1cWRJZV6","Bundibugyo District","Tooro","Community Enumeration Point","GOV","Local Government","Functional","Reporting"
"7637","U4VqFHT72Eu","Busunga Town Council Field Survey Station 001","SG-BUNDI-001","29.972165","0.635992","9000000007637","ssUDRITWuqH","Busunga Town Council","g8M1cWRJZV6","Bundibugyo District","Tooro","Subcounty Field Station","GOV","Local Government","Functional","Reporting"
"7638","OoVeZj9sCqA","Busunga Town Council Field Survey Station 002","SG-BUNDI-002","29.960848","0.631429","9000000007638","ssUDRITWuqH","Busunga Town Council","g8M1cWRJZV6","Bundibugyo District","Tooro","Community Enumeration Point","PFP","Private Authority","Functional","Reporting"
"7639","EV2MoBNsOm6","Butama-Mitunda Town Council Field Survey Station 001","SG-BUNDI-001","29.996276","0.60865","9000000007639","dQauoJzbEFU","Butama-Mitunda Town Council","g8M1cWRJZV6","Bundibugyo District","Tooro","Subcounty Field Station","GOV","Local Government","Functional","Reporting"
"7640","x8u9lpI2pUu","Harugale Subcounty Field Survey Station 001","SG-BUNDI-001","30.06878","0.678044","9000000007640","giI51CVkmc5","Harugale Subcounty","g8M1cWRJZV6","Bundibugyo District","Tooro","Subcounty Field Station","GOV","Local Government","Functional","Reporting"
"7641","aySqIA0RRpH","Kaghema Town Council Field Survey Station 001","SG-BUNDI-001","30.00282","0.712047","9000000007641","L2OhqSnrrh4","Kaghema Town Council","g8M1cWRJZV6","Bundibugyo District","Tooro","Subcounty Field Station","GOV","Local Government","Functional","Reporting"
"7642","oyfr6zwE7bz","Kasitu Subcounty Field Survey Station 001","SG-BUNDI-001","30.187336","0.798085","9000000007642","aem5mcxM1gO","Kasitu Subcounty","g8M1cWRJZV6","Bundibugyo District","Tooro","Subcounty Field Station","GOV","Local Government","Functional","Reporting"
"7643","D63IKQOEOlL","Kirumya Subcounty Field Survey Station 001","SG-BUNDI-001","30.103469","0.725338","9000000007643","INpjo0DSjXk","Kirumya Subcounty","g8M1cWRJZV6","Bundibugyo District","Tooro","Subcounty Field Station","GOV","Local Government","Functional","Reporting"
"7644","IwX731R1sVd","Kisubba Subcounty Field Survey Station 001","SG-BUNDI-001","29.980287","0.711192","9000000007644","LITVvlOIhKH","Kisubba Subcounty","g8M1cWRJZV6","Bundibugyo District","Tooro","Community Enumeration Point","GOV","Local Government","Functional","Reporting"
"7645","ELoK6BN0Tbo","Mirambi Subcounty Field Survey Station 001","SG-BUNDI-001","30.019775","0.642799","9000000007645","MZPstrhbA2g","Mirambi Subcounty","g8M1cWRJZV6","Bundibugyo District","Tooro","Subcounty Field Station","GOV","Local Government","Functional","Reporting"
"7646","m6EphK59CJo","Ngamba Subcounty Field Survey Station 001","SG-BUNDI-001","30.123393","0.744994","9000000007646","Uzi6oqsmWod","Ngamba Subcounty","g8M1cWRJZV6","Bundibugyo District","Tooro","District Coordination Hub","GOV","Local Government","Functional","Reporting"
"7647","WQwefkSgLao","Ngamba Subcounty Field Survey Station 002","SG-BUNDI-002","30.106522","0.766584","9000000007647","Uzi6oqsmWod","Ngamba Subcounty","g8M1cWRJZV6","Bundibugyo District","Tooro","Community Enumeration Point","GOV","Local Government","Functional","Reporting"
"7648","nOieZSj7iJC","Ngite Subcounty Field Survey Station 001","SG-BUNDI-001","30.047656","0.660723","9000000007648","Ty2WU0tAHRg","Ngite Subcounty","g8M1cWRJZV6","Bundibugyo District","Tooro","Community Enumeration Point","GOV","Local Government","Functional","Reporting"
"7649","w1COt9NZVMi","Ntandi Town Council Field Survey Station 001","SG-BUNDI-001","30.144719","0.797599","9000000007649","RvMWT5Vj2Tx","Ntandi Town Council","g8M1cWRJZV6","Bundibugyo District","Tooro","Subcounty Field Station","PNFP","UPMB","Functional","Reporting"
"7650","FtUWKxVeXby","Ntandi Town Council Field Survey Station 002","SG-BUNDI-002","30.144772","0.800487","9000000007650","RvMWT5Vj2Tx","Ntandi Town Council","g8M1cWRJZV6","Bundibugyo District","Tooro","Subcounty Field Station","GOV","Local Government","Functional","Reporting"
"7651","ntpmcM5sv9V","Ntotoro Subcounty Field Survey Station 001","SG-BUNDI-001","30.109067","0.800658","9000000007651","vNdP5dtds30","Ntotoro Subcounty","g8M1cWRJZV6","Bundibugyo District","Tooro","Community Enumeration Point","PNFP","UPMB","Functional","Reporting"
"7652","rk3SHRUCzyJ","Nyahuka Town Council Field Survey Station 001","SG-BUNDI-001","","","9000000007652","YRxg8b8P3CN","Nyahuka Town Council","g8M1cWRJZV6","Bundibugyo District","Tooro","Community Enumeration Point","PNFP","SDA","Functional","Reporting"
"7653","Wtx8GzEga6v","Nyahuka Town Council Field Survey Station 002","SG-BUNDI-002","29.991514","0.672084","9000000007653","YRxg8b8P3CN","Nyahuka Town Council","g8M1cWRJZV6","Bundibugyo District","Tooro","District Coordination Hub","GOV","Local Government","Functional","Reporting"
"7654","kvNr0D5clU1","Sindila Subcounty Field Survey Station 001","SG-BUNDI-001","29.978627","0.590106","9000000007654","a98vV85q7VA","Sindila Subcounty","g8M1cWRJZV6","Bundibugyo District","Tooro","Subcounty Field Station","GOV","Local Government","Functional","Reporting"
"7655","ADYVLN5f9vF","Tokwe Subcounty Field Survey Station 001","SG-BUNDI-001","30.023872","0.733921","9000000007655","mk8um9fK0pZ","Tokwe Subcounty","g8M1cWRJZV6","Bundibugyo District","Tooro","Subcounty Field Station","GOV","Local Government","Functional","Reporting"
"7656","ZqwV5PWv4Pt","Tokwe Subcounty Field Survey Station 002","SG-BUNDI-002","30.050087","0.741826","9000000007656","mk8um9fK0pZ","Tokwe Subcounty","g8M1cWRJZV6","Bundibugyo District","Tooro","Subcounty Field Station","GOV","UPDF","Functional","Reporting"
"7657","D2qwnO0egnU","Buheesi Subcounty Field Survey Station 001","SG-BUNYA-001","30.25479","0.590383","9000000007657","lkTLhQNgq5O","Buheesi Subcounty","iTfbtn6JUsN","Bunyangabu District","Tooro","Subcounty Field Station","GOV","Local Government","Functional","Reporting"
"7658","MhtEzCLIUho","Buheesi Town Council Field Survey Station 001","SG-BUNYA-001","30.206458","0.583353","9000000007658","KP2HcbxwD9V","Buheesi Town Council","iTfbtn6JUsN","Bunyangabu District","Tooro","Community Enumeration Point","GOV","Local Government","Functional","Non-Reporting"
"7659","EFJpt4v3Xc8","Buheesi Town Council Field Survey Station 002","SG-BUNYA-002","30.170038","0.585308","9000000007659","KP2HcbxwD9V","Buheesi Town Council","iTfbtn6JUsN","Bunyangabu District","Tooro","Subcounty Field Station","GOV","Local Government","Functional","Reporting"
"7660","EBCRwGo5bqm","Bukara Subcounty Field Survey Station 001","SG-BUNYA-001","30.107204","0.480011","9000000007660","o2Z23fvpMfB","Bukara Subcounty","iTfbtn6JUsN","Bunyangabu District","Tooro","Subcounty Field Station","GOV","Local Government","Functional","Reporting"
"7661","QhjzIx0abeY","Kabonero Subcounty Field Survey Station 001","SG-BUNYA-001","30.162473","0.466805","9000000007661","P0O4loDtPtQ","Kabonero Subcounty","iTfbtn6JUsN","Bunyangabu District","Tooro","Subcounty Field Station","GOV","Local Government","Functional","Reporting"
"7662","rWkFgs4GFOT","Kabonero Subcounty Field Survey Station 002","SG-BUNYA-002","","","9000000007662","P0O4loDtPtQ","Kabonero Subcounty","iTfbtn6JUsN","Bunyangabu District","Tooro","Community Enumeration Point","PFP","Private Authority","Functional","Reporting"
"7663","GRmNMvXH6gl","Kakinga Town Council Field Survey Station 001","SG-BUNYA-001","30.265335","0.396423","9000000007663","y2oBMLEoJ01","Kakinga Town Council","iTfbtn6JUsN","Bunyangabu District","Tooro","Subcounty Field Station","GOV","Local Government","Functional","Reporting"
"7664","xMJg9NOZowf","Kakinga Town Council Field Survey Station 002","SG-BUNYA-002","","","9000000007664","y2oBMLEoJ01","Kakinga Town Council","iTfbtn6JUsN","Bunyangabu District","Tooro","Community Enumeration Point","PFP","Private Authority","Functional","Reporting"
"7665","VnB99XLWlfO","Katebwa Subcounty Field Survey Station 001","SG-BUNYA-001","30.127155","0.510052","9000000007665","DCD67vVjc2E","Katebwa Subcounty","iTfbtn6JUsN","Bunyangabu District","Tooro","Subcounty Field Station","GOV","Local Government","Functional","Reporting"
"7666","NQz1Wu9svpv","Kibiito Subcounty Field Survey Station 001","SG-BUNYA-001","30.201345","0.431083","9000000007666","abeBKMqGN0S","Kibiito Subcounty","iTfbtn6JUsN","Bunyangabu District","Tooro","Community Enumeration Point","PFP","Private Authority","Functional","Reporting"
"7667","nWvHIVmBuTT","Kibiito Subcounty Field Survey Station 002","SG-BUNYA-002","","","9000000007667","abeBKMqGN0S","Kibiito Subcounty","iTfbtn6JUsN","Bunyangabu District","Tooro","Community Enumeration Point","PFP","Private Authority","Non-Functional","Non-Reporting"
"7668","cvhndG0NLZe","Kibiito Subcounty Field Survey Station 003","SG-BUNYA-003","30.210975","0.424485","9000000007668","abeBKMqGN0S","Kibiito Subcounty","iTfbtn6JUsN","Bunyangabu District","Tooro","Subcounty Field Station","GOV","Local Government","Functional","Reporting"
"7669","LMHH5FRz9wF","Kibiito Subcounty Field Survey Station 004","SG-BUNYA-004","30.194953","0.449753","9000000007669","abeBKMqGN0S","Kibiito Subcounty","iTfbtn6JUsN","Bunyangabu District","Tooro","Community Enumeration Point","PFP","Private Authority","Functional","Reporting"
"7670","CuIvwob0pG9","Kibiito Subcounty Field Survey Station 005","SG-BUNYA-005","","","9000000007670","abeBKMqGN0S","Kibiito Subcounty","iTfbtn6JUsN","Bunyangabu District","Tooro","Community Enumeration Point","PFP","Private Authority","Functional","Reporting"
"7671","a3vnsnqyRdA","Kibiito Subcounty Field Survey Station 006","SG-BUNYA-006","30.236508","0.470575","9000000007671","abeBKMqGN0S","Kibiito Subcounty","iTfbtn6JUsN","Bunyangabu District","Tooro","Community Enumeration Point","GOV","Local Government","Functional","Reporting"
"7672","SW1kh5C3bUf","Kibiito Town Council Field Survey Station 001","SG-BUNYA-001","30.197658","0.48076","9000000007672","dbfXxjnS2Pt","Kibiito Town Council","iTfbtn6JUsN","Bunyangabu District","Tooro","Community Enumeration Point","PFP","Private Authority","Functional","Reporting"
"7673","egswmCc8ssL","Kibiito Town Council Field Survey Station 002","SG-BUNYA-002","30.19521","0.477608","9000000007673","dbfXxjnS2Pt","Kibiito Town Council","iTfbtn6JUsN","Bunyangabu District","Tooro","District Coordination Hub","GOV","Local Government","Functional","Reporting"
"7674","yCCHLLDEDqd","Kibiito Town Council Field Survey Station 003","SG-BUNYA-003","","","9000000007674","dbfXxjnS2Pt","Kibiito Town Council","iTfbtn6JUsN","Bunyangabu District","Tooro","Community Enumeration Point","GOV","UPS","Functional","Reporting"
"7675","CXKuwsSP3T2","Kibiito Town Council Field Survey Station 004","SG-BUNYA-004","30.194778","0.480138","9000000007675","dbfXxjnS2Pt","Kibiito Town Council","iTfbtn6JUsN","Bunyangabu District","Tooro","Community Enumeration Point","PFP","Private Authority","Non-Functional","Non-Reporting"
"7676","z3ldDiQ4JHT","Kibiito Town Council Field Survey Station 005","SG-BUNYA-005","30.191615","0.485833","9000000007676","dbfXxjnS2Pt","Kibiito Town Council","iTfbtn6JUsN","Bunyangabu District","Tooro","Subcounty Field Station","PNFP","UCMB","Functional","Reporting"
"7677","sZ9PPpo8ejT","Kisomoro Subcounty Field Survey Station 001","SG-BUNYA-001","30.22411","0.490987","9000000007677","swymPYYE156","Kisomoro Subcounty","iTfbtn6JUsN","Bunyangabu District","Tooro","Community Enumeration Point","GOV","Local Government","Functional","Reporting"
"7678","a0Tgsf83fGB","Kiyombya Subcounty Field Survey Station 001","SG-BUNYA-001","30.230248","0.538428","9000000007678","PVx55Tf3YMe","Kiyombya Subcounty","iTfbtn6JUsN","Bunyangabu District","Tooro","Subcounty Field Station","GOV","Local Government","Functional","Reporting"
"7679","IthQ06bKLDY","Kiyombya Subcounty Field Survey Station 002","SG-BUNYA-002","30.255213","0.498993","9000000007679","PVx55Tf3YMe","Kiyombya Subcounty","iTfbtn6JUsN","Bunyangabu District","Tooro","Community Enumeration Point","GOV","Local Government","Functional","Reporting"
"7680","fFVmtAq4KDs","Kyamukube Town Council Field Survey Station 001","SG-BUNYA-001","30.132567","0.55753","9000000007680","D7iDj7tlaM4","Kyamukube Town Council","iTfbtn6JUsN","Bunyangabu District","Tooro","Subcounty Field Station","GOV","Local Government","Functional","Reporting"
"7681","puvssItt4Qv","Kyamukube Town Council Field Survey Station 002","SG-BUNYA-002","30.14815","0.599512","9000000007681","D7iDj7tlaM4","Kyamukube Town Council","iTfbtn6JUsN","Bunyangabu District","Tooro","Subcounty Field Station","PNFP","UPMB","Functional","Reporting"
"7682","wju8bnyJDvb","Kyamukube Town Council Field Survey Station 003","SG-BUNYA-003","30.147222","0.565583","9000000007682","D7iDj7tlaM4","Kyamukube Town Council","iTfbtn6JUsN","Bunyangabu District","Tooro","Subcounty Field Station","PNFP","UPMB","Functional","Reporting"
"7683","aBoSV4asRji","Nyakigumba Town Council Field Survey Station 001","SG-BUNYA-001","30.177208","0.50621","9000000007683","eutNW5r4wn1","Nyakigumba Town Council","iTfbtn6JUsN","Bunyangabu District","Tooro","Community Enumeration Point","GOV","Local Government","Functional","Reporting"
